Student ID,Dropout (1=Yes 0=No),Status (A=Dropout B=Stayed),Degree Code,Study Mode,Entry Year,Admission Type,Active Enrollment,Displaced Student,Second Degree Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Pass Rate 2 Years Ago (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Unpaid Fees Flag,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Assignment Submissions (Total),Test Submissions (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
224f323cc914,0,Stayed,5ec1a0c99d42,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,6.0,0.0,1,1,,4.0,10.0,136.50876666666667,3.0,,1.0,,,High (80-100%),Low (1-20 days),30-60 credits
22505c7a21d1,0,Stayed,620c9c332101,Full-time,2016,NRO,1.0,A,,0.0,,0.0,0.0,74.19354838709677,12.0,0.0,0.0,0.0,0.0,0.0,4,4,,2.0,23.0,198.76685,4.0,81.0,2.0,,,Low (0-40%),Low (1-20 days),<30 credits
2252814e7846,0,Stayed,01d54579da44,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,12.0,0.0,1,1,,117.0,489.0,7642.624733333334,174.0,103.0,88.0,,,High (80-100%),High (60+ days),30-60 credits
2252a0bbe3ee,0,Stayed,043066daf210,Full-time,2018,NAP,0.0,A,,70.0,100.0,40.0,100.0,100.0,60.0,42.0,60.0,30.0,12.0,0.0,4,4,,,,,,87.0,,,,Good (60-80%),,30-60 credits
2255301f005f,0,Stayed,c060be6d9bf1,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,74.0,,,,High (80-100%),,30-60 credits
225771f91daf,0,Stayed,d4ee9f58e586,Full-time,2020,NAP,1.0,A,,32.35,100.0,0.0,52.5,100.0,51.0,16.5,16.5,16.5,0.0,0.0,2,3,,44.0,408.0,3361.926416666667,78.0,58.0,36.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
2259840ac9ec,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,38.0,378.0,2913.447133333333,81.0,69.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
225c87d0d9c6,0,Stayed,620c9c332101,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,61.0,28.5,31.5,0.0,3,3,,43.0,298.0,3875.1099166666663,87.0,150.0,36.0,,,High (80-100%),Medium (21-60 days),30-60 credits
225fd684905c,0,Stayed,38b2d03f3256,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,33.0,27.0,0.0,3,3,,39.0,142.0,2297.166733333333,57.0,140.0,27.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22647ed612a7,0,Stayed,2397346b4582,Full-time,2019,NAP,1.0,A,,31.58,20.0,44.44,54.054054054054056,55.00000000000001,57.0,18.0,18.0,6.0,12.0,0.0,2,3,,54.0,836.0,5159.808483333334,116.0,68.0,44.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
22677a8e89cf,0,Stayed,2397346b4582,Full-time,2021,NAI,1.0,B,,0.0,0.0,0.0,8.333333333333332,,37.5,0.0,0.0,0.0,0.0,0.0,2,4,,2.0,7.0,90.74756666666669,2.0,,,,,Low (0-40%),Low (1-20 days),30-60 credits
22766825105d,0,Stayed,9212e5e6ef41,Full-time,,,1.0,A,,0.0,,0.0,0.0,33.33333333333333,10.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,Low (0-40%),,<30 credits
227943e97ee4,0,Stayed,7bccba2d3a3f,Full-time,,,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,24.0,36.0,0.0,1,1,,,,,,,,,,High (80-100%),,30-60 credits
227ac122dd40,0,Stayed,734d0759cdb4,Full-time,2020,NAP,1.0,A,,92.5,85.71,100.0,70.0,75.0,60.0,55.5,55.5,27.0,28.5,0.0,2,3,,41.0,186.0,2671.7118666666665,59.0,130.0,28.0,,,High (80-100%),Medium (21-60 days),30-60 credits
227e7ab98a51,0,Stayed,01d54579da44,Full-time,2020,NTE,0.0,A,,100.0,100.0,100.0,100.0,89.74358974358975,40.5,40.5,40.5,13.5,10.5,0.0,5,5,,,,,,13.0,,,,High (80-100%),,30-60 credits
228951a0fc2e,0,Stayed,5ec1a0c99d42,Full-time,,,0.0,B,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
228ba559adb6,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,89.0,795.0,10370.299883333333,207.0,143.0,72.0,,,High (80-100%),High (60+ days),30-60 credits
228c009032a4,0,Stayed,f8809aff4d69,Full-time,2021,NLE,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,53.0,265.0,4059.790766666666,98.0,135.0,27.0,,,High (80-100%),Medium (21-60 days),30-60 credits
2290ba512761,0,Stayed,9ae2bdd7beed,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,34.5,25.5,0.0,4,4,,,,,,8.0,,,,High (80-100%),,30-60 credits
2290c2849091,0,Stayed,7ed8f0f3b707,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,90.0,100.0,52.5,52.5,66.0,30.0,22.5,0.0,3,4,,,,,,72.0,,,,High (80-100%),,30-60 credits
2294beef274c,0,Stayed,4a8596a7790b,Full-time,2021,NAP,1.0,B,,72.5,45.0,100.0,100.0,,60.0,43.5,44.83,13.5,30.0,0.0,2,2,,15.0,94.0,1315.4611833333333,29.0,109.0,10.0,,,Good (60-80%),Low (1-20 days),30-60 credits
22965ca8572f,0,Stayed,5ec1a0c99d42,Full-time,2016,NAP,1.0,A,,40.0,,40.0,73.33333333333333,80.64516129032258,15.0,6.0,9.0,0.0,6.0,0.0,4,4,,4.0,13.0,269.9127833333334,6.0,77.0,2.0,,,Low (0-40%),Low (1-20 days),<30 credits
2298c297779b,0,Stayed,01d54579da44,Full-time,2022,NAP,1.0,B,,38.33,100.0,27.45,,,60.0,23.0,23.0,9.0,14.0,0.0,1,5,,62.0,734.0,4381.086433333334,120.0,7.0,45.0,,,Low (0-40%),High (60+ days),30-60 credits
229efead69a0,0,Stayed,5ec1a0c99d42,Full-time,2019,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,55.5,55.5,55.5,30.0,21.0,0.0,3,4,,16.0,66.0,754.7148333333333,17.0,86.0,13.0,,,High (80-100%),Low (1-20 days),30-60 credits
22a07cee7f0e,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,72.09,100.0,33.33,100.0,100.0,64.5,46.5,46.5,37.5,9.0,0.0,2,3,,14.0,52.0,704.7367,18.0,184.0,11.0,,,Good (60-80%),Low (1-20 days),60-90 credits
22a201535ad4,1,Dropout,3b7ffedfd591,Full-time,,,0.0,A,,80.0,100.0,66.67,,,60.0,48.0,48.0,24.0,24.0,0.0,1,1,,,,,,1.0,,,,Good (60-80%),,30-60 credits
22a4f3c2f038,0,Stayed,1523b662871b,Full-time,,,0.0,B,,,,,75.0,,75.0,60.0,60.0,30.0,0.0,0.0,2,2,,,,,,1.0,,,,,,60-90 credits
22ae3771c504,0,Stayed,c75de23d89df,Full-time,2012,NAI,1.0,A,,100.0,100.0,100.0,46.15384615384615,75.86206896551724,10.5,10.5,10.5,6.0,4.5,0.0,3,4,,34.0,224.0,2760.16815,52.0,,11.0,,,High (80-100%),Medium (21-60 days),<30 credits
22afcc9a7067,0,Stayed,2811745d7b8d,Full-time,2022,NAP,1.0,A,,70.0,60.0,80.0,,,60.0,42.0,42.0,18.0,24.0,0.0,1,1,,,,,,106.0,,,,Good (60-80%),,30-60 credits
22b0453aebe7,0,Stayed,7ed8f0f3b707,Full-time,2018,NAP,0.0,A,,100.0,100.0,100.0,68.57142857142857,85.1063829787234,16.5,16.5,17.5,9.0,7.5,0.0,4,4,,12.0,97.0,1275.3405166666666,27.0,18.0,11.0,,,High (80-100%),Low (1-20 days),<30 credits
22b4ba7e0d0f,0,Stayed,f57e5cb1f453,Full-time,2019,NTE,1.0,A,,57.69,100.0,26.67,0.0,0.0,39.0,22.5,22.5,16.5,6.0,0.0,3,4,,46.0,344.0,4847.087833333333,94.0,43.0,32.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
22be19f0706e,0,Stayed,3b731d7620bf,Full-time,,,1.0,B,,68.82,75.47,60.0,56.25,,69.75,48.0,48.0,30.0,18.0,0.0,1,2,,,,,,40.0,,,,Good (60-80%),,60-90 credits
22c0a2a025bf,0,Stayed,6a551776eead,Full-time,,,1.0,A,,80.0,100.0,60.0,,,60.0,48.0,48.0,30.0,18.0,0.0,1,1,,,,,,132.0,,,,Good (60-80%),,30-60 credits
22c22063d1eb,0,Stayed,fa66df2f99ce,Full-time,,,1.0,A,,66.67,100.0,50.0,,,90.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,90.0,,,,Good (60-80%),,60-90 credits
22c672616d40,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,1.0,A,,25.0,35.29,17.39,27.27272727272727,13.953488372093023,60.0,15.0,15.0,9.0,6.0,0.0,1,3,,64.0,541.0,6610.894850000001,129.0,82.0,40.0,,,Low (0-40%),High (60+ days),30-60 credits
22c6b87da81f,0,Stayed,61a229bae1e9,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,25.0,175.0,2154.28355,53.0,135.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22c76a2a911f,0,Stayed,dac53c17c250,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,51.0,226.0,3966.2052999999996,92.0,107.0,30.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22c79795582a,0,Stayed,0fecf9247f3d,Full-time,2018,NAP,1.0,A,,66.67,76.47,42.86,8.108108108108109,92.5,36.0,24.0,24.0,19.5,4.5,0.0,3,4,,60.0,735.0,4752.085183333333,119.0,4.0,56.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
22cc950938b7,0,Stayed,a512db2741cd,Full-time,,,0.0,A,,,,,,,54.0,49.5,49.5,24.0,25.5,0.0,3,4,,3.0,5.0,135.43885,3.0,,1.0,,,,Low (1-20 days),30-60 credits
22cce146e6ff,0,Stayed,01d54579da44,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,12.0,6.0,0.0,3,3,,,,,,153.0,,,,High (80-100%),,30-60 credits
22d1096e290c,0,Stayed,01d54579da44,Full-time,2021,NAP,1.0,A,,85.0,100.0,79.31,100.0,,60.0,51.0,51.0,16.5,10.5,0.0,2,2,,31.0,328.0,3102.280083333333,65.0,110.0,24.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22d2898eee9d,0,Stayed,8b4b1582ca45,Full-time,,,1.0,B,,,,,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,<30 credits
22d3d75a4db4,0,Stayed,ec2e990b934d,Full-time,2021,NAP,1.0,A,,90.0,100.0,80.0,100.0,,60.0,54.0,55.0,30.0,24.0,0.0,2,2,,38.0,165.0,2322.8557,48.0,134.0,22.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22de24ef1ff0,0,Stayed,3d3286f7cd19,Full-time,2019,NTE,1.0,A,,38.46,100.0,0.0,80.85106382978722,40.0,19.5,7.5,19.5,7.5,0.0,0.0,3,3,,18.0,167.0,1279.2619,30.0,3.0,14.0,,,Low (0-40%),Low (1-20 days),<30 credits
22de5e1c445f,0,Stayed,c75de23d89df,Full-time,2017,NAP,1.0,B,,55.32,74.07,30.0,62.7906976744186,41.46341463414634,70.5,39.0,39.0,30.0,9.0,0.0,2,4,,35.0,158.0,1631.648216666667,50.0,102.0,9.0,,,Medium (40-60%),Medium (21-60 days),60-90 credits
22e0fb3c9add,0,Stayed,8bcbb4c131df,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,21.0,21.0,0.0,1,1,,14.0,83.0,978.4841999999999,20.0,164.0,13.0,,,High (80-100%),Low (1-20 days),30-60 credits
22e36aecba22,0,Stayed,ec2e990b934d,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,54.0,54.0,54.0,30.0,24.0,0.0,3,3,,53.0,514.0,4821.5144833333325,125.0,101.0,40.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22eb7bcbb30f,0,Stayed,734d0759cdb4,Full-time,2022,NAP,1.0,B,,44.44,66.67,33.33,,,54.0,24.0,24.0,12.0,12.0,0.0,1,1,,17.0,188.0,983.5151666666666,31.0,80.0,13.0,,,Medium (40-60%),Low (1-20 days),30-60 credits
22edf30396ca,0,Stayed,1d0ebea552eb,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,31.5,28.5,0.0,2,2,,39.0,236.0,3422.8166666666666,77.0,134.0,29.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22f367a00005,0,Stayed,5ec1a0c99d42,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,16.5,43.5,0.0,3,3,,19.0,89.0,1197.3858166666666,29.0,108.0,15.0,,,High (80-100%),Low (1-20 days),30-60 credits
22f857a5344e,0,Stayed,61a229bae1e9,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,33.0,27.0,0.0,2,2,,48.0,488.0,2741.3475,64.0,56.0,29.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22f895f617c2,0,Stayed,6a6581ce785d,Full-time,,,1.0,A,,100.0,100.0,100.0,73.68421052631578,64.28571428571429,30.0,30.0,30.0,21.0,9.0,0.0,1,2,,,,,,61.0,,,,High (80-100%),,<30 credits
22f8c0f7db70,0,Stayed,7ed8f0f3b707,Full-time,2017,NAP,0.0,A,,100.0,100.0,100.0,69.56521739130434,57.89473684210527,58.5,58.5,58.5,31.5,27.0,0.0,3,4,,29.0,322.0,2094.387383333333,65.0,87.0,13.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22f9a13e5552,0,Stayed,0a5b046d07f6,Full-time,2022,NAP,1.0,A,,90.0,80.0,100.0,,,60.0,54.0,54.0,24.0,30.0,0.0,1,2,,43.0,489.0,2623.689533333333,64.0,23.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
22fd626f6036,0,Stayed,1d0ebea552eb,Full-time,2018,NAP,0.0,A,,88.89,100.0,72.73,91.66666666666666,50.0,40.5,36.0,40.5,24.0,12.0,0.0,4,4,,58.0,398.0,5108.326733333333,111.0,92.0,45.0,,,High (80-100%),Medium (21-60 days),30-60 credits
2301f249df79,0,Stayed,01d54579da44,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,16.5,10.5,0.0,2,2,,21.0,72.0,992.82745,21.0,154.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
230260a75064,0,Stayed,1d0ebea552eb,Full-time,2016,NAP,0.0,A,,100.0,100.0,100.0,59.45945945945946,85.0,22.5,22.5,36.0,10.5,12.0,0.0,4,4,,60.0,353.0,4656.872399999999,146.0,13.0,33.0,,,High (80-100%),Medium (21-60 days),<30 credits
23029ced4a6f,0,Stayed,5ec1a0c99d42,Full-time,2019,NAP,1.0,A,,85.0,100.0,75.0,100.0,100.0,60.0,51.0,51.0,24.0,27.0,0.0,4,4,,,,,,77.0,,,,High (80-100%),,30-60 credits
230a4e9dce54,0,Stayed,d6a403173361,Full-time,2018,NAP,1.0,A,,47.62,53.85,44.83,17.5,52.63157894736842,63.0,30.0,30.0,10.5,10.5,0.0,1,2,,44.0,317.0,2925.725966666667,83.0,126.0,32.0,,,Medium (40-60%),Medium (21-60 days),60-90 credits
2311336799bb,0,Stayed,33cc6da30d94,Full-time,,,1.0,A,,90.0,100.0,85.19,,,60.0,54.0,54.0,19.5,19.5,0.0,1,1,,,,,,112.0,,,,High (80-100%),,30-60 credits
2312f2d4ef06,0,Stayed,399b19bd30c0,Full-time,,,1.0,A,,65.79,63.16,68.42,20.0,,57.0,37.5,37.5,18.0,19.5,0.0,1,2,,,,,,158.0,,,,Good (60-80%),,30-60 credits
2314ff2b29f5,0,Stayed,2397346b4582,Full-time,2018,NAI,1.0,B,,33.33,100.0,0.0,33.33333333333333,9.090909090909092,18.0,6.0,6.0,6.0,0.0,0.0,4,4,,4.0,31.0,285.61491666666666,7.0,,4.0,,,Low (0-40%),Low (1-20 days),<30 credits
23171d74e085,0,Stayed,2397346b4582,Full-time,2020,NAP,1.0,A,,76.92,100.0,63.64,100.0,100.0,78.0,60.0,60.0,28.5,31.5,0.0,3,3,,23.0,67.0,1201.3302666666668,28.0,196.0,13.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
231885f60d16,0,Stayed,d6061bbee6cf,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,50.0,,40.5,40.5,40.5,24.0,16.5,0.0,1,2,,53.0,265.0,3818.218916666667,98.0,123.0,29.0,,,High (80-100%),Medium (21-60 days),30-60 credits
23216a8e504a,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,46.5,46.5,53.0,30.0,16.5,0.0,4,4,,51.0,310.0,4407.013883333333,103.0,105.0,46.0,,,High (80-100%),Medium (21-60 days),30-60 credits
23247d386bbe,0,Stayed,be47addbcb8f,Full-time,2018,NAP,1.0,A,,0.0,,0.0,85.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,4,4,,,,,,1.0,,,,Low (0-40%),,<30 credits
232636aefb14,1,Dropout,9b21b03d9048,Part-time,,,0.0,A,,100.0,100.0,100.0,,,36.0,36.0,36.0,18.0,18.0,0.0,1,1,,,,,,63.0,,,,High (80-100%),,30-60 credits
232eee75516f,0,Stayed,01d54579da44,Full-time,2018,NAP,0.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,13.5,15.0,0.0,5,5,,10.0,60.0,464.11456666666663,9.0,150.0,8.0,,,High (80-100%),Low (1-20 days),30-60 credits
232f64b6b98f,0,Stayed,5ec1a0c99d42,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,14.0,40.0,558.4998666666667,17.0,77.0,7.0,,,High (80-100%),Low (1-20 days),30-60 credits
232f886fd000,0,Stayed,01d54579da44,Full-time,2022,NAP,1.0,A,,50.0,100.0,41.18,,,60.0,30.0,30.0,9.0,12.0,0.0,1,1,,,,,,136.0,,,,Medium (40-60%),,30-60 credits
23310b4c4790,0,Stayed,aeec2fcd27fc,Full-time,,,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,81.0,,,,High (80-100%),,30-60 credits
233234fc2b55,0,Stayed,61a229bae1e9,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,74.07407407407408,100.0,60.0,60.0,60.0,21.0,39.0,0.0,3,4,,,,,,115.0,,,,High (80-100%),,30-60 credits
233bbd55584f,0,Stayed,8bcbb4c131df,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,54.0,54.0,54.0,24.0,30.0,0.0,2,2,,26.0,166.0,1251.5983,33.0,145.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
233c1fc0774d,0,Stayed,0fecf9247f3d,Full-time,2021,NAP,1.0,A,,55.0,42.86,61.54,100.0,,60.0,33.0,33.0,9.0,15.0,0.0,2,2,,25.0,126.0,1589.05165,26.0,175.0,17.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
233dfef7a239,0,Stayed,8bcbb4c131df,Full-time,2022,NAP,1.0,B,,77.5,100.0,65.38,,,60.0,46.5,46.5,21.0,16.5,0.0,1,1,,35.0,161.0,2207.2405833333332,48.0,44.0,15.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
2345cf7684e1,0,Stayed,2c7d5490e605,Full-time,2019,NAP,0.0,A,,85.0,100.0,70.0,100.0,100.0,60.0,51.0,60.15,30.0,13.5,0.0,4,4,,16.0,67.0,974.2709166666665,21.0,159.0,11.0,,,High (80-100%),Low (1-20 days),30-60 credits
23486c7f3707,0,Stayed,1d0ebea552eb,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,90.9090909090909,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,45.0,213.0,3762.1600666666664,79.0,12.0,27.0,,,High (80-100%),Medium (21-60 days),30-60 credits
2348a621482c,0,Stayed,d8912eba4a0d,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,27.0,30.0,0.0,1,1,,,,,,185.0,,,,High (80-100%),,30-60 credits
23497a002754,0,Stayed,41e521adf8ae,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,90.0,,66.0,66.0,66.0,37.5,28.5,0.0,1,2,,30.0,212.0,2588.1238333333326,58.0,150.0,15.0,,,High (80-100%),Medium (21-60 days),60-90 credits
234b0b226191,0,Stayed,be47addbcb8f,Full-time,,,0.0,A,,0.0,,0.0,78.57142857142857,100.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1,"1,0",,,,,,,,,Low (0-40%),,<30 credits
234b0d713dc4,1,Dropout,fa66df2f99ce,Full-time,,,0.0,A,,57.14,100.0,50.0,88.88888888888889,,35.0,20.0,20.0,5.0,15.0,0.0,1,2,,,,,,,,,,Medium (40-60%),,30-60 credits
235bd90b268e,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,34.0,313.0,2583.5908499999996,61.0,107.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
235cf75f8d25,0,Stayed,bb668ca95563,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,49.5,49.5,49.5,16.5,15.0,0.0,1,1,,96.0,752.0,8122.6475,153.0,19.0,48.0,,,High (80-100%),High (60+ days),30-60 credits
235db7643855,0,Stayed,7559ca4a957c,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,61.0,18.0,18.0,0.0,1,1,,155.0,1467.0,14545.40435,299.0,150.0,89.0,,,High (80-100%),High (60+ days),30-60 credits
236236c21db6,0,Stayed,7045d16ae7f0,Full-time,2021,NTE,1.0,B,,30.0,33.33,25.0,75.0,,60.0,18.0,18.0,12.0,6.0,0.0,1,3,,51.0,566.0,4330.865483333333,109.0,136.0,39.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
236544dc6746,0,Stayed,bcac371b54f5,Part-time,,,1.0,B,,33.33,20.0,100.0,42.10526315789473,87.5,36.0,12.0,12.0,6.0,6.0,0.0,1,2,,,,,,,,,,Low (0-40%),,30-60 credits
236cdfc5341b,1,Dropout,81ea96707fb0,Full-time,,,0.0,B,,0.0,,0.0,76.92307692307693,,12.0,0.0,8.0,0.0,0.0,0.0,1,1,,,,,,2.0,,,,Low (0-40%),,<30 credits
237089af32fc,0,Stayed,c75de23d89df,Full-time,2019,NLE,1.0,B,,100.0,100.0,100.0,85.0,90.0,45.0,45.0,45.0,31.5,13.5,0.0,3,4,,13.0,98.0,1100.5253,33.0,97.0,7.0,,,High (80-100%),Low (1-20 days),30-60 credits
23708da786b9,0,Stayed,d4ee9f58e586,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,22.5,19.5,0.0,2,3,,98.0,1738.0,9610.91675,235.0,127.0,48.0,,,High (80-100%),High (60+ days),30-60 credits
2370dafabb92,0,Stayed,01d54579da44,Full-time,2019,NAP,1.0,B,,63.64,100.0,52.94,90.0,75.0,66.0,42.0,42.0,15.0,9.0,0.0,3,4,,,,,,154.0,,,,Good (60-80%),,60-90 credits
237aca41c418,0,Stayed,620c9c332101,Full-time,2016,NRO,0.0,A,,100.0,,100.0,63.63636363636363,92.5,12.0,12.0,12.0,0.0,0.0,0.0,4,4,,2.0,9.0,91.10321666666668,3.0,1.0,1.0,,,High (80-100%),Low (1-20 days),<30 credits
237da43bf2be,0,Stayed,7045d16ae7f0,Full-time,2020,NLE,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,64.0,305.0,5284.430316666667,113.0,141.0,38.0,,,High (80-100%),High (60+ days),30-60 credits
237e4deac1d4,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,33.0,27.0,0.0,3,3,,37.0,321.0,3110.7668833333328,64.0,116.0,23.0,,,High (80-100%),Medium (21-60 days),30-60 credits
237f38745dba,0,Stayed,734d0759cdb4,Full-time,2018,NAP,1.0,A,,69.23,100.0,42.86,100.0,77.27272727272727,39.0,27.0,27.0,18.0,9.0,0.0,4,4,,18.0,87.0,1223.2186833333333,27.0,77.0,16.0,,,Good (60-80%),Low (1-20 days),30-60 credits
2388082137c0,0,Stayed,38b2d03f3256,Full-time,2019,NAP,0.0,A,,70.0,100.0,40.0,100.0,100.0,60.0,42.0,60.0,30.0,12.0,0.0,4,4,,40.0,284.0,4022.181966666667,70.0,63.0,34.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
238c24f1b327,0,Stayed,5ec1a0c99d42,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,6.0,0.0,1,1,,9.0,19.0,430.97401666666667,10.0,,1.0,,,High (80-100%),Low (1-20 days),30-60 credits
238ea66e8603,0,Stayed,b847856411ae,Full-time,,,1.0,A,,0.0,,0.0,0.0,71.42857142857143,12.0,0.0,0.0,0.0,0.0,0.0,2,2,,,,,,,,,,Low (0-40%),,<30 credits
2390be9aef7e,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,42.0,42.0,60.0,25.5,16.5,0.0,4,4,,26.0,135.0,1823.88745,52.0,45.0,20.0,,,High (80-100%),Medium (21-60 days),30-60 credits
2391fc08d8f8,0,Stayed,bb668ca95563,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,82.5,,61.5,61.5,61.5,27.0,34.5,0.0,1,2,,52.0,502.0,5019.5681,94.0,146.0,39.0,,,High (80-100%),Medium (21-60 days),60-90 credits
2393d2c76717,0,Stayed,38b2d03f3256,Full-time,2019,NAP,1.0,A,,61.29,100.0,0.0,100.0,92.5,46.5,28.5,46.5,28.5,0.0,0.0,3,4,,41.0,413.0,3669.23685,118.0,57.0,32.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
23964a901ac2,0,Stayed,1523b662871b,Part-time,,,1.0,A,,100.0,,100.0,,,30.0,30.0,30.0,0.0,30.0,0.0,1,1,,,,,,31.0,,,,High (80-100%),,<30 credits
23967b1e7c59,0,Stayed,5ec1a0c99d42,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,6.0,0.0,1,1,,74.0,175.0,3709.5669666666663,99.0,149.0,19.0,,,High (80-100%),High (60+ days),30-60 credits
